shoulder_practical_trace   elbow_practical_trace
-32.31        -41.553
-32.355        -41.598
-32.391        -41.652
-32.445        -41.697
-32.49        -41.76
-32.535        -41.823
-32.571        -41.877
-32.607        -41.94
-32.643        -41.976
-32.67        -42.021
-32.706        -42.075
-32.751        -42.12
-32.796        -42.192
-32.85        -42.237
-32.895        -42.3
-32.931        -42.336
-32.958        -42.372
-32.985        -42.408
-33.021        -42.444
-33.057        -42.489
-33.102        -42.552
-33.138        -42.633
-33.192        -42.705
-33.228        -42.741
-33.246        -42.768
-33.273        -42.777
-33.3        -42.795
-33.318        -42.813
-33.354        -42.858
-33.39        -42.948
-33.426        -43.02
-33.471        -43.065
-33.507        -43.11
-33.543        -43.137
-33.57        -43.164
-33.597        -43.173
-33.624        -43.209
-33.651        -43.245
-33.687        -43.308
-33.723        -43.362
-33.768        -43.416
-33.804        -43.452
-33.831        -43.488
-33.858        -43.497
-33.876        -43.533
-33.894        -43.56
-33.912        -43.596
-33.939        -43.632
-33.957        -43.677
-33.984        -43.74
-34.02        -43.776
-34.047        -43.812
-34.074        -43.83
-34.101        -43.857
-34.128        -43.884
-34.146        -43.893
-34.173        -43.929
-34.2        -43.956
-34.218        -43.992
-34.245        -44.028
-34.272        -44.064
-34.29        -44.1
-34.317        -44.118
-34.335        -44.145
-34.353        -44.172
-34.371        -44.208
-34.389        -44.217
-34.416        -44.244
-34.434        -44.28
-34.452        -44.298
-34.47        -44.325
-34.488        -44.361
-34.515        -44.397
-34.533        -44.424
-34.551        -44.433
-34.569        -44.46
-34.587        -44.46
-34.605        -44.478
-34.614        -44.496
-34.623        -44.505
-34.641        -44.532
-34.659        -44.568
-34.668        -44.604
-34.686        -44.613
-34.704        -44.64
-34.722        -44.667
-34.74        -44.676
-34.758        -44.685
-34.767        -44.712
-34.785        -44.712
-34.794        -44.721
-34.803        -44.721
-34.812        -44.748
-34.821        -44.748
-34.83        -44.766
-34.848        -44.784
-34.857        -44.82
-34.875        -44.829
-34.884        -44.856
-34.893        -44.865
-34.902        -44.892
-34.911        -44.901
-34.911        -44.901
-34.92        -44.919
-34.929        -44.928
-34.929        -44.928
-34.938        -44.928
-34.947        -44.928
-34.956        -44.937
-34.956        -44.937
-34.965        -44.937
-34.965        -44.937
-34.974        -44.946
-34.974        -44.955
-34.983        -44.964
-34.992        -44.964
-34.992        -44.973
-35.001        -44.973
-35.001        -45
-35.01        -45
-35.01        -45.009
-35.019        -45.027
-35.019        -45.036
-35.028        -45.036
-35.028        -45.045
-35.028        -45.045
-35.028        -45.045
-35.028        -45.054
-35.037        -45.063
-35.037        -45.072
-35.037        -45.072
-35.037        -45.072
-35.037        -45.072
-35.037        -45.072
-35.037        -45.072
-35.037        -45.072
-35.037        -45.072
-35.037        -45.072
-35.046        -45.072
-35.046        -45.072
-35.046        -45.072
-35.046        -45.072
-35.046        -45.072
-35.046        -45.072
-35.046        -45.072
-35.046        -45.072
-35.046        -45.072
-35.046        -45.072
-35.046        -45.072
-35.046        -45.072
-35.046        -45.072
-35.037        -45.072
-35.019        -45.072
-35.001        -45.072
-34.974        -45.072
-34.956        -45.072
-34.938        -45.072
-34.92        -45.072
-34.893        -45.072
-34.875        -45.072
-34.857        -45.072
-34.839        -45.072
-34.821        -45.072
-34.794        -45.072
-34.767        -45.072
-34.74        -45.045
-34.713        -44.982
-34.686        -44.928
-34.668        -44.865
-34.65        -44.82
-34.632        -44.775
-34.614        -44.721
-34.605        -44.676
-34.578        -44.613
-34.56        -44.577
-34.542        -44.532
-34.533        -44.505
-34.515        -44.469
-34.488        -44.433
-34.479        -44.424
-34.461        -44.388
-34.443        -44.361
-34.425        -44.352
-34.407        -44.325
-34.38        -44.316
-34.362        -44.289
-34.344        -44.28
-34.326        -44.253
-34.308        -44.235
-34.29        -44.199
-34.263        -44.136
-34.245        -44.109
-34.227        -44.1
-34.2        -44.073
-34.182        -44.064
-34.164        -44.037
-34.137        -44.028
-34.11        -44.019
-34.092        -44.001
-34.065        -44.001
-34.038        -43.992
-34.011        -43.992
-33.993        -43.983
-33.966        -43.965
-33.939        -43.956
-33.921        -43.929
-33.912        -43.92
-33.912        -43.884
-33.912        -43.848
-33.903        -43.776
-33.903        -43.632
-33.876        -43.416
-33.795        -43.173
-33.714        -42.984
-33.66        -42.885
-33.633        -42.867
-33.606        -42.849
-33.561        -42.84
-33.525        -42.84
-33.489        -42.831
-33.453        -42.813
-33.408        -42.804
-33.363        -42.804
-33.327        -42.777
-33.291        -42.75
-33.255        -42.723
-33.228        -42.669
-33.192        -42.615
-33.156        -42.543
-33.12        -42.453
-33.084        -42.372
-33.057        -42.3
-33.021        -42.264
-32.985        -42.228
-32.949        -42.201
-32.913        -42.192
-32.877        -42.165
-32.841        -42.129
-32.805        -42.102
-32.769        -42.057
-32.733        -42.012
-32.697        -41.94
-32.652        -41.877
-32.607        -41.805
-32.571        -41.751
-32.535        -41.697
-32.499        -41.652
-32.463        -41.616
-32.418        -41.58
-32.382        -41.517
-32.337        -41.472
-32.292        -41.409
-32.256        -41.364
-32.211        -41.292
-32.166        -41.247
-32.13        -41.193
-32.085        -41.157
-32.049        -41.121
-32.004        -41.076
-31.959        -41.031
-31.905        -40.968
-31.86        -40.923
-31.824        -40.869
-31.779        -40.824
-31.734        -40.779
-31.689        -40.716
-31.644        -40.653
-31.59        -40.581
-31.545        -40.5
-31.491        -40.428
-31.446        -40.356
-31.401        -40.302
-31.356        -40.257
-31.311        -40.212
-31.266        -40.158
-31.212        -40.113
-31.158        -40.059
-31.104        -39.996
-31.059        -39.924
-31.005        -39.843
-30.96        -39.753
-30.906        -39.672
-30.852        -39.6
-30.807        -39.528
-30.762        -39.456
-30.708        -39.384
-30.645        -39.321
-30.591        -39.267
-30.537        -39.213
-30.483        -39.168
-30.429        -39.132
-30.375        -39.096
-30.33        -39.033
-30.276        -38.961
-30.213        -38.88
-30.159        -38.754
-30.096        -38.619
-30.033        -38.493
-29.979        -38.412
-29.934        -38.376
-29.889        -38.34
-29.835        -38.313
-29.772        -38.277
-29.718        -38.241
-29.655        -38.196
-29.592        -38.133
-29.538        -38.025
-29.466        -37.917
-29.412        -37.782
-29.349        -37.692
-29.286        -37.62
-29.232        -37.557
-29.169        -37.512
-29.106        -37.449
-29.043        -37.386
-28.989        -37.323
-28.926        -37.233
-28.863        -37.125
-28.791        -37.017
-28.728        -36.9
-28.665        -36.792
-28.602        -36.693
-28.548        -36.648
-28.485        -36.603
-28.422        -36.549
-28.35        -36.477
-28.287        -36.405
-28.224        -36.333
-28.161        -36.234
-28.098        -36.126
-28.035        -36.009
-27.972        -35.883
-27.9        -35.757
-27.837        -35.685
-27.774        -35.64
-27.711        -35.604
-27.63        -35.568
-27.567        -35.496
-27.495        -35.415
-27.423        -35.316
-27.351        -35.172
-27.279        -35.037
-27.207        -34.929
-27.144        -34.857
-27.081        -34.785
-27.009        -34.713
-26.946        -34.632
-26.874        -34.551
-26.802        -34.452
-26.73        -34.344
-26.649        -34.236
-26.586        -34.155
-26.523        -34.074
-26.46        -33.993
-26.388        -33.912
-26.316        -33.804
-26.235        -33.705
-26.154        -33.624
-26.082        -33.552
-26.01        -33.453
-25.938        -33.363
-25.857        -33.246
-25.785        -33.129
-25.713        -33.039
-25.632        -32.949
-25.56        -32.868
-25.479        -32.796
-25.407        -32.697
-25.335        -32.616
-25.263        -32.499
-25.182        -32.364
-25.101        -32.22
-25.02        -32.112
-24.948        -32.013
-24.876        -31.959
-24.804        -31.896
-24.723        -31.824
-24.651        -31.716
-24.57        -31.59
-24.489        -31.464
-24.408        -31.338
-24.327        -31.248
-24.255        -31.149
-24.174        -31.077
-24.093        -31.005
-24.021        -30.933
-23.94        -30.843
-23.859        -30.717
-23.769        -30.6
-23.688        -30.465
-23.607        -30.348
-23.526        -30.24
-23.445        -30.132
-23.364        -30.033
-23.283        -29.925
-23.202        -29.826
-23.121        -29.709
-23.031        -29.592
-22.95        -29.484
-22.869        -29.412
-22.788        -29.322
-22.698        -29.232
-22.608        -29.097
-22.527        -28.953
-22.446        -28.836
-22.365        -28.737
-22.275        -28.665
-22.194        -28.584
-22.113        -28.485
-22.032        -28.404
-21.951        -28.296
-21.87        -28.161
-21.78        -28.053
-21.69        -27.936
-21.6        -27.792
-21.51        -27.657
-21.42        -27.531
-21.339        -27.405
-21.249        -27.297
-21.159        -27.189
-21.069        -27.081
-20.97        -26.964
-20.88        -26.856
-20.799        -26.748
-20.709        -26.64
-20.619        -26.541
-20.529        -26.46
-20.448        -26.361
-20.367        -26.253
-20.277        -26.136
-20.178        -25.992
-20.088        -25.857
-19.998        -25.713
-19.908        -25.596
-19.827        -25.479
-19.737        -25.38
-19.647        -25.272
-19.557        -25.164
-19.458        -25.029
-19.359        -24.903
-19.26        -24.768
-19.179        -24.633
-19.08        -24.525
-18.99        -24.417
-18.909        -24.309
-18.819        -24.201
-18.72        -24.084
-18.63        -23.976
-18.54        -23.85
-18.441        -23.76
-18.342        -23.652
-18.252        -23.544
-18.153        -23.427
-18.063        -23.292
-17.964        -23.121
-17.865        -22.977
-17.775        -22.824
-17.685        -22.689
-17.577        -22.572
-17.478        -22.464
-17.388        -22.356
-17.289        -22.248
-17.208        -22.131
-17.118        -22.005
-17.028        -21.897
-16.92        -21.78
-16.821        -21.663
-16.722        -21.537
-16.623        -21.42
-16.533        -21.285
-16.425        -21.177
-16.335        -21.06
-16.245        -20.934
-16.137        -20.808
-16.038        -20.664
-15.948        -20.529
-15.84        -20.394
-15.741        -20.268
-15.642        -20.106
-15.543        -19.971
-15.444        -19.872
-15.354        -19.773
-15.264        -19.674
-15.165        -19.557
-15.057        -19.431
-14.958        -19.287
-14.859        -19.152
-14.751        -19.008
-14.661        -18.873
-14.562        -18.756
-14.454        -18.603
-14.346        -18.468
-14.265        -18.333
-14.166        -18.216
-14.067        -18.099
-13.959        -17.964
-13.869        -17.829
-13.761        -17.712
-13.653        -17.577
-13.545        -17.433
-13.446        -17.298
-13.347        -17.172
-13.257        -17.037
-13.158        -16.92
-13.059        -16.812
-12.951        -16.677
-12.834        -16.551
-12.735        -16.416
-12.627        -16.272
-12.537        -16.137
-12.438        -15.984
-12.33        -15.813
-12.213        -15.669
-12.114        -15.552
-12.015        -15.444
-11.925        -15.336
-11.817        -15.201
-11.709        -15.057
-11.601        -14.94
-11.511        -14.832
-11.421        -14.733
-11.313        -14.616
-11.196        -14.454
-11.079        -14.283
-10.98        -14.121
-10.872        -14.004
-10.773        -13.869
-10.665        -13.752
-10.557        -13.599
-10.44        -13.437
-10.341        -13.284
-10.242        -13.149
-10.143        -13.032
-10.044        -12.915
-9.945        -12.798
-9.828        -12.681
-9.711        -12.555
-9.612        -12.42
-9.513        -12.258
-9.405        -12.105
-9.297        -11.952
-9.18        -11.817
-9.081        -11.7
-8.982        -11.565
-8.883        -11.412
-8.766        -11.241
-8.649        -11.079
-8.541        -10.944
-8.451        -10.845
-8.352        -10.755
-8.244        -10.629
-8.127        -10.485
-8.01        -10.323
-7.911        -10.161
-7.794        -10.017
-7.695        -9.891
-7.596        -9.765
-7.488        -9.657
-7.38        -9.549
-7.263        -9.405
-7.155        -9.261
-7.038        -9.108
-6.939        -8.937
-6.831        -8.784
-6.714        -8.64
-6.606        -8.523
-6.507        -8.424
-6.399        -8.325
-6.282        -8.244
-6.183        -8.145
-6.075        -8.064
-5.967        -7.956
-5.859        -7.848
-5.742        -7.713
-5.643        -7.56
-5.544        -7.389
-5.427        -7.236
-5.319        -7.092
-5.211        -6.948
-5.103        -6.795
-4.995        -6.624
-4.878        -6.444
-4.77        -6.237
-4.662        -6.066
-4.554        -5.904
-4.446        -5.76
-4.338        -5.598
-4.23        -5.445
-4.122        -5.292
-4.005        -5.121
-3.897        -4.977
-3.789        -4.851
-3.672        -4.716
-3.564        -4.581
-3.456        -4.428
-3.357        -4.284
-3.258        -4.113
-3.141        -3.96
-3.024        -3.816
-2.916        -3.699
-2.808        -3.582
-2.7        -3.474
-2.592        -3.348
-2.484        -3.213
-2.367        -3.06
-2.268        -2.889
-2.151        -2.736
-2.034        -2.592
-1.926        -2.457
-1.818        -2.313
-1.71        -2.196
-1.602        -2.052
-1.494        -1.908
-1.377        -1.728
-1.26        -1.557
-1.143        -1.413
-1.044        -1.269
-0.936        -1.152
-0.828        -1.017
-0.729        -0.873
-0.621        -0.693
-0.522        -0.486
-0.396        -0.333
-0.279        -0.252
-0.18        -0.189
0        0
